Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0.09,0,0.86,45.0,1.5,30.0,0.14379889955001324
0.07,0.09,0,0.86,40.0,1.6,25.0,0.15383423597031454
0.07,0.09,0,0.86,35.7,1.7,21.000000000000004,0.16390246162015332
0.07,0.09,0,0.86,34.2,1.8,19.0,0.17399958248897718
0.07,0.09,0,0.86,30.4,1.9,16.0,0.18412163693448946
0.07,0.09,0,0.86,30.0,2.0,15.0,0.19426469812652036
0.07,0.09,0,0.86,29.4,2.1,13.999999999999998,0.20442487643003415
0.07,0.09,0,0.86,28.6,2.2,13.0,0.21459832172546278
0.07,0.09,0,0.86,25.3,2.3,11.000000000000002,0.22478122566465264
0.07,0.09,0,0.86,24.0,2.4,10.0,0.23496982386081766
0.07,0.09,0,0.86,25.0,2.5,10.0,0.24516039801099265
0.07,0.09,0,0.86,23.4,2.6,9.0,0.2553492779495835
0.07,0.09,0,0.86,24.3,2.7,9.0,0.2655328436317196
0.07,0.09,0,0.86,22.4,2.8,8.0,0.27570752704521406
0.07,0.09,0,0.86,23.2,2.9,8.0,0.2858698140500453
0.07,0.09,0,0.86,24.0,3.0,8.0,0.29601624614437905
0.07,0.09,0,0.86,21.7,3.1,7.0,0.3061434221562537
0.07,0.09,0,0.86,22.4,3.2,6.999999999999999,0.31624799986015895
0.07,0.09,0,0.86,19.8,3.3,6.000000000000001,0.32632669751784094
0.07,0.09,0,0.86,20.4,3.4,6.0,0.3363762953427729
0.07,0.09,0,0.86,21.0,3.5,6.0,0.34639363688783187
0.07,0.09,0,0.86,21.6,3.6,6.0,0.35637563035582676
0.07,0.09,0,0.86,22.2,3.7,5.999999999999999,0.36631924983262476
0.07,0.09,0,0.86,19.0,3.8,5.0,0.3762215364427217
0.07,0.09,0,0.86,19.5,3.9,5.0,0.38607959942720216
0.07,0.09,0,0.86,20.0,4.0,5.0,0.3958906171441353
0.07,0.09,0,0.86,20.5,4.1,5.0,0.40565183799154436
0.07,0.09,0,0.86,21.0,4.2,5.0,0.41536058125318664
0.07,0.09,0,0.86,21.5,4.3,5.0,0.4250142378674693
0.07,0.09,0,0.86,22.0,4.4,5.0,0.4346102711199211
0.07,0.09,0,0.86,22.5,4.5,5.0,0.4441462172597268
0.07,0.09,0,0.86,23.0,4.6,5.0,0.45361968604091674
0.07,0.09,0,0.86,18.8,4.7,4.0,0.46302836118889057
0.07,0.09,0,0.86,19.2,4.8,4.0,0.47237000079303393
0.07,0.09,0,0.86,19.6,4.9,4.0,0.4816424376262688
0.07,0.09,0,0.86,20.0,5.0,4.0,0.4908435793924508
0.07,0.09,0,0.86,20.4,5.1,4.0,0.4999714089026076
0.07,0.09,0,0.86,20.8,5.2,4.0,0.5090239841810762
0.07,0.09,0,0.86,21.2,5.3,4.0,0.5179994385026723
0.07,0.09,0,0.86,21.6,5.4,4.0,0.5268959803620881
0.07,0.09,0,0.86,22.0,5.5,4.0,0.5357118933767767
0.07,0.09,0,0.86,22.4,5.6,4.0,0.5444455361246447
0.07,0.09,0,0.86,22.8,5.7,4.0,0.5530953419179278
0.07,0.09,0,0.86,23.2,5.8,4.0,0.5616598185146816
0.07,0.09,0,0.86,23.6,5.9,4.0,0.5701375477693706
0.07,0.09,0,0.86,24.0,6.0,4.0,0.5785271852240823
0.07,0.09,0,0.86,24.4,6.1,4.0,0.5868274596419445
0.07,0.09,0,0.86,24.8,6.2,4.0,0.5950371724843604
0.07,0.09,0,0.86,18.9,6.3,3.0,0.6031551973337179
0.07,0.09,0,0.86,19.2,6.4,2.9999999999999996,0.6111804792632635
0.07,0.09,0,0.86,19.5,6.5,3.0,0.6191120341558647
0.07,0.09,0,0.86,19.8,6.6,3.0000000000000004,0.6269489479734125
0.07,0.09,0,0.86,20.1,6.7,3.0,0.6346903759786444
0.07,0.09,0,0.86,20.4,6.8,3.0,0.6423355419111892
0.07,0.09,0,0.86,20.7,6.9,2.9999999999999996,0.6498837371196562
0.07,0.09,0,0.86,21.0,7.0,3.0,0.657334319651607
0.07,0.09,0,0.86,21.3,7.1,3.0000000000000004,0.6646867133032679
0.07,0.09,0,0.86,21.6,7.2,3.0,0.6719404066308405
0.07,0.09,0,0.86,21.9,7.3,3.0,0.6790949519252908
0.07,0.09,0,0.86,22.2,7.4,2.9999999999999996,0.6861499641524915
0.07,0.09,0,0.86,22.5,7.5,3.0,0.6931051198606
0.07,0.09,0,0.86,22.8,7.6,3.0000000000000004,0.6999601560565538
0.07,0.09,0,0.86,23.1,7.7,3.0,0.7067148690535605
0.07,0.09,0,0.86,23.4,7.8,3.0,0.713369113291459
0.07,0.09,0,0.86,23.7,7.9,2.9999999999999996,0.7199228001318122
0.07,0.09,0,0.86,24.0,8.0,3.0,0.7263758966295919
0.07,0.09,0,0.86,24.3,8.1,3.0,0.7327284242832943
0.07,0.09,0,0.86,24.6,8.2,3.0000000000000004,0.7389804577653145
0.07,0.09,0,0.86,24.9,8.3,2.9999999999999996,0.745132123634391
0.07,0.09,0,0.86,25.2,8.4,3.0,0.7511835990319078
0.07,0.09,0,0.86,25.5,8.5,3.0,0.7571351103638269
0.07,0.09,0,0.86,25.8,8.6,3.0,0.7629869319699913
0.07,0.09,0,0.86,26.1,8.7,3.0000000000000004,0.7687393847825232
0.07,0.09,0,0.86,26.4,8.8,2.9999999999999996,0.7743928349750049
0.07,0.09,0,0.86,26.7,8.9,3.0,0.7799476926041083
0.07,0.09,0,0.86,27.0,9.0,3.0,0.7854044102453053
0.07,0.09,0,0.86,27.3,9.1,3.0,0.7907634816242556
0.07,0.09,0,0.86,27.6,9.2,3.0000000000000004,0.7960254402454428
0.07,0.09,0,0.86,27.9,9.3,2.9999999999999996,0.8011908580195847
0.07,0.09,0,0.86,28.2,9.4,3.0,0.8062603438913144
0.07,0.09,0,0.86,28.5,9.5,3.0,0.8112345424685891
0.07,0.09,0,0.86,28.8,9.6,3.0,0.8161141326552418
0.07,0.09,0,0.86,29.1,9.7,3.0000000000000004,0.8208998262880549
0.07,0.09,0,0.86,29.4,9.8,2.9999999999999996,0.8255923667796919
0.07,0.09,0,0.86,29.7,9.9,3.0,0.8301925277687827
0.07,0.09,0,0.86,30.0,10.0,3.0,0.8347011117784134
0.07,0.09,0,0.86,30.3,10.1,3.0,0.8391189488842321
0.07,0.09,0,0.86,30.6,10.2,3.0000000000000004,0.843446895393334
0.07,0.09,0,0.86,30.9,10.3,2.9999999999999996,0.8476858325350485
0.07,0.09,0,0.86,31.2,10.4,3.0,0.8518366651647047
0.07,0.09,0,0.86,31.5,10.5,3.0,0.8559003204814069
0.07,0.09,0,0.86,31.8,10.6,3.0,0.8598777467608058
0.07,0.09,0,0.86,32.1,10.7,3.0000000000000004,0.8637699121038078
0.07,0.09,0,0.86,32.4,10.8,2.9999999999999996,0.8675778032021166
0.07,0.09,0,0.86,32.7,10.9,3.0,0.8713024241214568
0.07,0.09,0,0.86,33.0,11.0,3.0,0.8749447951032859
0.07,0.09,0,0.86,33.3,11.1,3.0,0.8785059513857517
0.07,0.09,0,0.86,33.6,11.2,3.0000000000000004,0.8819869420446087
0.07,0.09,0,0.86,33.9,11.3,2.9999999999999996,0.8853888288547652
0.07,0.09,0,0.86,34.2,11.4,3.0,0.8887126851730817
0.07,0.09,0,0.86,34.5,11.5,3.0,0.891959594843004
0.07,0.09,0,0.86,34.8,11.6,3.0,0.8951306511215649
0.07,0.09,0,0.86,35.1,11.7,3.0000000000000004,0.8982269556292486
0.07,0.09,0,0.86,35.4,11.8,2.9999999999999996,0.9012496173231691
0.07,0.09,0,0.86,35.7,11.9,3.0,0.9041997514939678
0.07,0.09,0,0.86,36.0,12.0,3.0,0.9070784787868011
0.07,0.09,0,0.86,36.3,12.1,3.0,0.9098869242467402
0.07,0.09,0,0.86,36.6,12.2,3.0000000000000004,0.9126262163888722
0.07,0.09,0,0.86,36.9,12.3,2.9999999999999996,0.9152974862933465
0.07,0.09,0,0.86,24.8,12.4,2.0,0.9179018667255774
0.07,0.09,0,0.86,25.0,12.5,2.0,0.9204404912817723
0.07,0.09,0,0.86,25.2,12.6,2.0,0.9229144935599202
0.07,0.09,0,0.86,25.4,12.7,2.0,0.9253250063563384
0.07,0.09,0,0.86,25.6,12.8,2.0,0.927673160887843
0.07,0.09,0,0.86,25.8,12.9,2.0,0.9299600860395706
0.07,0.09,0,0.86,26.0,13.0,2.0,0.9321869076384512
0.07,0.09,0,0.86,26.2,13.1,2.0,0.9343547477522968
0.07,0.09,0,0.86,26.4,13.2,2.0,0.9364647240144386
0.07,0.09,0,0.86,26.6,13.3,2.0,0.9385179489738229
0.07,0.09,0,0.86,26.8,13.4,2.0,0.9405155294704374
0.07,0.09,0,0.86,27.0,13.5,2.0,0.9424585660359206
0.07,0.09,0,0.86,27.2,13.6,2.0,0.944348152319176
0.07,0.09,0,0.86,27.4,13.7,2.0,0.9461853745367885
0.07,0.09,0,0.86,27.6,13.8,2.0,0.9479713109480179
0.07,0.09,0,0.86,27.8,13.9,2.0,0.9497070313541184
0.07,0.09,0,0.86,28.0,14.0,2.0,0.9513935966217144
0.07,0.09,0,0.86,28.2,14.1,2.0,0.9530320582299391
0.07,0.09,0,0.86,28.4,14.2,2.0,0.9546234578410244
0.07,0.09,0,0.86,28.6,14.3,2.0,0.9561688268940125
0.07,0.09,0,0.86,28.8,14.4,2.0,0.9576691862212388
0.07,0.09,0,0.86,29.0,14.5,2.0,0.9591255456872245
0.07,0.09,0,0.86,29.2,14.6,2.0,0.9605389038495981
0.07,0.09,0,0.86,29.4,14.7,2.0,0.961910247641649
0.07,0.09,0,0.86,29.6,14.8,2.0,0.9632405520761109
0.07,0.09,0,0.86,29.8,14.9,2.0,0.9645307799697507
0.07,0.09,0,0.86,30.0,15.0,2.0,0.965781881688334
0.07,0.09,0,0.86,30.2,15.1,2.0,0.9669947949115273
0.07,0.09,0,0.86,30.4,15.2,2.0,0.9681704444172841
0.07,0.09,0,0.86,30.6,15.3,2.0,0.969309741885258
0.07,0.09,0,0.86,30.8,15.4,2.0,0.9704135857187768
0.07,0.09,0,0.86,31.0,15.5,2.0,0.9714828608849047
0.07,0.09,0,0.86,31.2,15.6,2.0,0.9725184387721153
0.07,0.09,0,0.86,31.4,15.7,2.0,0.9735211770650933
0.07,0.09,0,0.86,31.6,15.8,2.0,0.9744919196361768
0.07,0.09,0,0.86,31.8,15.9,2.0,0.9754314964529538
0.07,0.09,0,0.86,32.0,16.0,2.0,0.9763407235015191
0.07,0.09,0,0.86,32.2,16.1,2.0,0.9772204027249006
0.07,0.09,0,0.86,32.4,16.2,2.0,0.9780713219761601
0.07,0.09,0,0.86,32.6,16.3,2.0,0.978894254985676
0.07,0.09,0,0.86,32.8,16.4,2.0,0.9796899613421155
0.07,0.09,0,0.86,33.0,16.5,2.0,0.9804591864866049
0.07,0.09,0,0.86,33.2,16.6,2.0,0.9812026617196088
0.07,0.09,0,0.86,33.4,16.7,2.0,0.9819211042200316
0.07,0.09,0,0.86,33.6,16.8,2.0,0.9826152170760594
0.07,0.09,0,0.86,33.8,16.9,2.0,0.9832856893272608
0.07,0.09,0,0.86,34.0,17.0,2.0,0.9839331960174745
0.07,0.09,0,0.86,34.2,17.1,2.0,0.9845583982580114
0.07,0.09,0,0.86,34.4,17.2,2.0,0.9851619433007064
0.07,0.09,0,0.86,34.6,17.3,2.0,0.985744464620364
0.07,0.09,0,0.86,34.8,17.4,2.0,0.9863065820061407
0.07,0.09,0,0.86,35.0,17.5,2.0,0.9868489016614214
0.07,0.09,0,0.86,35.2,17.6,2.0,0.9873720163117489
0.07,0.09,0,0.86,35.4,17.7,2.0,0.9878765053203765
0.07,0.09,0,0.86,35.6,17.8,2.0,0.9883629348110169
0.07,0.09,0,0.86,35.8,17.9,2.0,0.9888318577973737
0.07,0.09,0,0.86,36.0,18.0,2.0,0.989283814319047
0.07,0.09,0,0.86,36.2,18.1,2.0,0.9897193315834117
0.07,0.09,0,0.86,36.4,18.2,2.0,0.9901389241130814
0.07,0.09,0,0.86,36.6,18.3,2.0,0.9905430938985714
0.07,0.09,0,0.86,36.8,18.4,2.0,0.9909323305557923
0.07,0.09,0,0.86,37.0,18.5,2.0,0.991307111488008
0.07,0.09,0,0.86,37.2,18.6,2.0,0.9916679020519032
0.07,0.09,0,0.86,37.4,18.7,2.0,0.9920151557274198
0.07,0.09,0,0.86,37.6,18.8,2.0,0.9923493142910208
0.07,0.09,0,0.86,37.8,18.9,2.0,0.9926708079920613
0.07,0.09,0,0.86,38.0,19.0,2.0,0.9929800557319489
0.07,0.09,0,0.86,38.2,19.1,2.0,0.9932774652457868
0.07,0.09,0,0.86,38.4,19.2,2.0,0.9935634332862033
0.07,0.09,0,0.86,38.6,19.3,2.0,0.9938383458090835
0.07,0.09,0,0.86,38.8,19.4,2.0,0.9941025781609223
0.07,0.09,0,0.86,39.0,19.5,2.0,0.9943564952675361
0.07,0.09,0,0.86,39.2,19.6,2.0,0.9946004518238724
0.07,0.09,0,0.86,39.4,19.7,2.0,0.994834792484671
0.07,0.09,0,0.86,39.6,19.8,2.0,0.9950598520557401
0.07,0.09,0,0.86,39.8,19.9,2.0,0.9952759556856157
0.07,0.09,0,0.86,40.0,20.0,2.0,0.9954834190573874
0.07,0.09,0,0.86,40.2,20.1,2.0,0.9956825485804809
0.07,0.09,0,0.86,40.4,20.2,2.0,0.995873641582195
0.07,0.09,0,0.86,40.6,20.3,2.0,0.9960569864988033
0.07,0.09,0,0.86,40.8,20.4,2.0,0.9962328630660358
0.07,0.09,0,0.86,41.0,20.5,2.0,0.9964015425087703
0.07,0.09,0,0.86,41.2,20.6,2.0,0.9965632877297653
0.07,0.09,0,0.86,41.4,20.7,2.0,0.9967183534972781
0.07,0.09,0,0.86,41.6,20.8,2.0,0.9968669866314226
0.07,0.09,0,0.86,41.8,20.9,2.0,0.9970094261891241
0.07,0.09,0,0.86,42.0,21.0,2.0,0.9971459036475405
0.07,0.09,0,0.86,42.2,21.1,2.0,0.9972766430858249
0.07,0.09,0,0.86,42.4,21.2,2.0,0.997401861365115
0.07,0.09,0,0.86,42.6,21.3,2.0,0.9975217683066381
0.07,0.09,0,0.86,42.8,21.4,2.0,0.9976365668678319
0.07,0.09,0,0.86,43.0,21.5,2.0,0.9977464533163855
0.07,0.09,0,0.86,43.2,21.6,2.0,0.9978516174021135
0.07,0.09,0,0.86,43.4,21.7,2.0,0.9979522425265823
0.07,0.09,0,0.86,43.6,21.8,2.0,0.998048505910414
0.07,0.09,0,0.86,43.8,21.9,2.0,0.9981405787582
0.07,0.09,0,0.86,44.0,22.0,2.0,0.9982286264209623
0.07,0.09,0,0.86,44.2,22.1,2.0,0.9983128085561075
0.07,0.09,0,0.86,44.4,22.2,2.0,0.9983932792848199
0.07,0.09,0,0.86,44.6,22.3,2.0,0.9984701873468548
0.07,0.09,0,0.86,44.8,22.4,2.0,0.9985436762526858
0.07,0.09,0,0.86,45.0,22.5,2.0,0.9986138844329769
0.07,0.09,0,0.86,45.2,22.6,2.0,0.9986809453853486
0.07,0.09,0,0.86,45.4,22.7,2.0,0.9987449878184109
0.07,0.09,0,0.86,45.6,22.8,2.0,0.9988061357930476
0.07,0.09,0,0.86,45.8,22.9,2.0,0.998864508860932
0.07,0.09,0,0.86,46.0,23.0,2.0,0.9989202222002653
0.07,0.09,0,0.86,46.2,23.1,2.0,0.9989733867487279
0.07,0.09,0,0.86,46.4,23.2,2.0,0.9990241093336417
0.07,0.09,0,0.86,46.6,23.3,2.0,0.9990724927993418
0.07,0.09,0,0.86,46.8,23.4,2.0,0.999118636131762
0.07,0.09,0,0.86,47.0,23.5,2.0,0.9991626345802388
0.07,0.09,0,0.86,47.2,23.6,2.0,0.9992045797765462
0.07,0.09,0,0.86,47.4,23.7,2.0,0.9992445598511711
0.07,0.09,0,0.86,47.6,23.8,2.0,0.9992826595468465
0.07,0.09,0,0.86,47.8,23.9,2.0,0.9993189603293587
0.07,0.09,0,0.86,48.0,24.0,2.0,0.9993535404956517
0.07,0.09,0,0.86,48.2,24.1,2.0,0.9993864752792475
0.07,0.09,0,0.86,48.4,24.2,2.0,0.99941783695301
0.07,0.09,0,0.86,48.6,24.3,2.0,0.9994476949292789
0.07,0.09,0,0.86,48.8,24.4,2.0,0.9994761158574009
0.07,0.09,0,0.86,49.0,24.5,2.0,0.9995031637186903
0.07,0.09,0,0.86,49.2,24.6,2.0,0.9995288999188491
0.07,0.09,0,0.86,49.4,24.7,2.0,0.9995533833778826
0.07,0.09,0,0.86,49.6,24.8,2.0,0.9995766706175422
0.07,0.09,0,0.86,49.8,24.9,2.0,0.9995988158463341
0.07,0.09,0,0.86,50.0,25.0,2.0,0.9996198710421306
0.07,0.09,0,0.86,50.2,25.1,2.0,0.9996398860324189
0.07,0.09,0,0.86,50.4,25.2,2.0,0.9996589085722334
0.07,0.09,0,0.86,50.6,25.3,2.0,0.9996769844198027
0.07,0.09,0,0.86,50.8,25.4,2.0,0.9996941574099597
0.07,0.09,0,0.86,51.0,25.5,2.0,0.9997104695253507
0.07,0.09,0,0.86,51.2,25.6,2.0,0.9997259609654879
0.07,0.09,0,0.86,51.4,25.7,2.0,0.999740670213686
0.07,0.09,0,0.86,51.6,25.8,2.0,0.9997546341019266
0.07,0.09,0,0.86,51.8,25.9,2.0,0.9997678878736921
0.07,0.09,0,0.86,52.0,26.0,2.0,0.9997804652448127
0.07,0.09,0,0.86,52.2,26.1,2.0,0.9997923984623691
0.07,0.09,0,0.86,52.4,26.2,2.0,0.9998037183616946
0.07,0.09,0,0.86,52.6,26.3,2.0,0.999814454421519
0.07,0.09,0,0.86,52.8,26.4,2.0,0.9998246348172981
0.07,0.09,0,0.86,53.0,26.5,2.0,0.9998342864727716
0.07,0.09,0,0.86,53.2,26.6,2.0,0.9998434351097913
0.07,0.09,0,0.86,53.4,26.7,2.0,0.9998521052964634
0.07,0.09,0,0.86,53.6,26.8,2.0,0.999860320493646
0.07,0.09,0,0.86,53.8,26.9,2.0,0.9998681030998456
0.07,0.09,0,0.86,54.0,27.0,2.0,0.9998754744945514
0.07,0.09,0,0.86,54.2,27.1,2.0,0.9998824550800511
0.07,0.09,0,0.86,54.4,27.2,2.0,0.9998890643217679
0.07,0.09,0,0.86,54.6,27.3,2.0,0.999895320787159
0.07,0.09,0,0.86,54.8,27.4,2.0,0.9999012421832151
0.07,0.09,0,0.86,55.0,27.5,2.0,0.9999068453926017
0.07,0.09,0,0.86,55.2,27.6,2.0,0.9999121465084789
0.07,0.09,0,0.86,55.4,27.7,2.0,0.9999171608680396
0.07,0.09,0,0.86,55.6,27.8,2.0,0.9999219030848017
0.07,0.09,0,0.86,55.8,27.9,2.0,0.999926387079694
0.07,0.09,0,0.86,56.0,28.0,2.0,0.9999306261109695
0.07,0.09,0,0.86,56.2,28.1,2.0,0.9999346328029833
0.07,0.09,0,0.86,56.4,28.2,2.0,0.9999384191738699
0.07,0.09,0,0.86,56.6,28.3,2.0,0.9999419966621538
0.07,0.09,0,0.86,56.8,28.4,2.0,0.9999453761523269
0.07,0.09,0,0.86,57.0,28.5,2.0,0.9999485679994278
0.07,0.09,0,0.86,57.2,28.6,2.0,0.999951582052652
0.07,0.09,0,0.86,57.4,28.7,2.0,0.9999544276780268
0.07,0.09,0,0.86,57.6,28.8,2.0,0.9999571137801823
0.07,0.09,0,0.86,57.8,28.9,2.0,0.9999596488232457
0.07,0.09,0,0.86,58.0,29.0,2.0,0.9999620408508934
0.07,0.09,0,0.86,58.2,29.1,2.0,0.9999642975055831
0.07,0.09,0,0.86,58.4,29.2,2.0,0.9999664260470014
0.07,0.09,0,0.86,58.6,29.3,2.0,0.9999684333697474
0.07,0.09,0,0.86,58.8,29.4,2.0,0.9999703260202841
0.07,0.09,0,0.86,59.0,29.5,2.0,0.9999721102131813
0.07,0.09,0,0.86,59.2,29.6,2.0,0.999973791846675
0.07,0.09,0,0.86,59.4,29.7,2.0,0.9999753765175696
0.07,0.09,0,0.86,59.6,29.8,2.0,0.9999768695355051
0.07,0.09,0,0.86,59.8,29.9,2.0,0.9999782759366138
0.07,0.09,0,0.88,51.0,1.5,34.0,0.14379889955001324
0.07,0.09,0,0.88,44.8,1.6,27.999999999999996,0.15383423597031454
0.07,0.09,0,0.88,40.8,1.7,24.0,0.16390246162015332
0.07,0.09,0,0.88,36.0,1.8,20.0,0.17399958248897718
0.07,0.09,0,0.88,34.2,1.9,18.000000000000004,0.18412163693448946
0.07,0.09,0,0.88,32.0,2.0,16.0,0.19426469812652036
0.07,0.09,0,0.88,31.5,2.1,15.0,0.20442487643003415
0.07,0.09,0,0.88,30.8,2.2,14.0,0.21459832172546278
0.07,0.09,0,0.88,29.9,2.3,13.0,0.22478122566465264
0.07,0.09,0,0.88,26.4,2.4,11.0,0.23496982386081766
0.07,0.09,0,0.88,27.5,2.5,11.0,0.24516039801099265
0.07,0.09,0,0.88,26.0,2.6,10.0,0.2553492779495835
0.07,0.09,0,0.88,27.0,2.7,10.0,0.2655328436317196
0.07,0.09,0,0.88,25.2,2.8,9.0,0.27570752704521406
0.07,0.09,0,0.88,26.1,2.9,9.0,0.2858698140500453
0.07,0.09,0,0.88,24.0,3.0,8.0,0.29601624614437905
0.07,0.09,0,0.88,24.8,3.1,8.0,0.3061434221562537
0.07,0.09,0,0.88,25.6,3.2,8.0,0.31624799986015895
0.07,0.09,0,0.88,23.1,3.3,7.000000000000001,0.32632669751784094
0.07,0.09,0,0.88,23.8,3.4,7.0,0.3363762953427729
0.07,0.09,0,0.88,21.0,3.5,6.0,0.34639363688783187
0.07,0.09,0,0.88,21.6,3.6,6.0,0.35637563035582676
0.07,0.09,0,0.88,22.2,3.7,5.999999999999999,0.36631924983262476
0.07,0.09,0,0.88,22.8,3.8,6.000000000000001,0.3762215364427217
0.07,0.09,0,0.88,23.4,3.9,6.0,0.38607959942720216
0.07,0.09,0,0.88,24.0,4.0,6.0,0.3958906171441353
0.07,0.09,0,0.88,20.5,4.1,5.0,0.40565183799154436
0.07,0.09,0,0.88,21.0,4.2,5.0,0.41536058125318664
0.07,0.09,0,0.88,21.5,4.3,5.0,0.4250142378674693
0.07,0.09,0,0.88,22.0,4.4,5.0,0.4346102711199211
0.07,0.09,0,0.88,22.5,4.5,5.0,0.4441462172597268
0.07,0.09,0,0.88,23.0,4.6,5.0,0.45361968604091674
0.07,0.09,0,0.88,23.5,4.7,5.0,0.46302836118889057
0.07,0.09,0,0.88,24.0,4.8,5.0,0.47237000079303393
0.07,0.09,0,0.88,24.5,4.9,5.0,0.4816424376262688
0.07,0.09,0,0.88,25.0,5.0,5.0,0.4908435793924508
0.07,0.09,0,0.88,20.4,5.1,4.0,0.4999714089026076
0.07,0.09,0,0.88,20.8,5.2,4.0,0.5090239841810762
0.07,0.09,0,0.88,21.2,5.3,4.0,0.5179994385026723
0.07,0.09,0,0.88,21.6,5.4,4.0,0.5268959803620881
0.07,0.09,0,0.88,22.0,5.5,4.0,0.5357118933767767
0.07,0.09,0,0.88,22.4,5.6,4.0,0.5444455361246447
0.07,0.09,0,0.88,22.8,5.7,4.0,0.5530953419179278
0.07,0.09,0,0.88,23.2,5.8,4.0,0.5616598185146816
0.07,0.09,0,0.88,23.6,5.9,4.0,0.5701375477693706
0.07,0.09,0,0.88,24.0,6.0,4.0,0.5785271852240823
0.07,0.09,0,0.88,24.4,6.1,4.0,0.5868274596419445
0.07,0.09,0,0.88,24.8,6.2,4.0,0.5950371724843604
0.07,0.09,0,0.88,25.2,6.3,4.0,0.6031551973337179
0.07,0.09,0,0.88,25.6,6.4,4.0,0.6111804792632635
0.07,0.09,0,0.88,26.0,6.5,4.0,0.6191120341558647
0.07,0.09,0,0.88,26.4,6.6,4.0,0.6269489479734125
0.07,0.09,0,0.88,26.8,6.7,4.0,0.6346903759786444
0.07,0.09,0,0.88,27.2,6.8,4.0,0.6423355419111892
0.07,0.09,0,0.88,27.6,6.9,4.0,0.6498837371196562
0.07,0.09,0,0.88,28.0,7.0,4.0,0.657334319651607
0.07,0.09,0,0.88,21.3,7.1,3.0000000000000004,0.6646867133032679
0.07,0.09,0,0.88,21.6,7.2,3.0,0.6719404066308405
0.07,0.09,0,0.88,21.9,7.3,3.0,0.6790949519252908
0.07,0.09,0,0.88,22.2,7.4,2.9999999999999996,0.6861499641524915
0.07,0.09,0,0.88,22.5,7.5,3.0,0.6931051198606
0.07,0.09,0,0.88,22.8,7.6,3.0000000000000004,0.6999601560565538
0.07,0.09,0,0.88,23.1,7.7,3.0,0.7067148690535605
0.07,0.09,0,0.88,23.4,7.8,3.0,0.713369113291459
0.07,0.09,0,0.88,23.7,7.9,2.9999999999999996,0.7199228001318122
0.07,0.09,0,0.88,24.0,8.0,3.0,0.7263758966295919
0.07,0.09,0,0.88,24.3,8.1,3.0,0.7327284242832943
0.07,0.09,0,0.88,24.6,8.2,3.0000000000000004,0.7389804577653145
0.07,0.09,0,0.88,24.9,8.3,2.9999999999999996,0.745132123634391
0.07,0.09,0,0.88,25.2,8.4,3.0,0.7511835990319078
0.07,0.09,0,0.88,25.5,8.5,3.0,0.7571351103638269
0.07,0.09,0,0.88,25.8,8.6,3.0,0.7629869319699913
0.07,0.09,0,0.88,26.1,8.7,3.0000000000000004,0.7687393847825232
0.07,0.09,0,0.88,26.4,8.8,2.9999999999999996,0.7743928349750049
0.07,0.09,0,0.88,26.7,8.9,3.0,0.7799476926041083
0.07,0.09,0,0.88,27.0,9.0,3.0,0.7854044102453053
0.07,0.09,0,0.88,27.3,9.1,3.0,0.7907634816242556
0.07,0.09,0,0.88,27.6,9.2,3.0000000000000004,0.7960254402454428
0.07,0.09,0,0.88,27.9,9.3,2.9999999999999996,0.8011908580195847
0.07,0.09,0,0.88,28.2,9.4,3.0,0.8062603438913144
0.07,0.09,0,0.88,28.5,9.5,3.0,0.8112345424685891
0.07,0.09,0,0.88,28.8,9.6,3.0,0.8161141326552418
0.07,0.09,0,0.88,29.1,9.7,3.0000000000000004,0.8208998262880549
0.07,0.09,0,0.88,29.4,9.8,2.9999999999999996,0.8255923667796919
0.07,0.09,0,0.88,29.7,9.9,3.0,0.8301925277687827
0.07,0.09,0,0.88,30.0,10.0,3.0,0.8347011117784134
0.07,0.09,0,0.88,30.3,10.1,3.0,0.8391189488842321
0.07,0.09,0,0.88,30.6,10.2,3.0000000000000004,0.843446895393334
0.07,0.09,0,0.88,30.9,10.3,2.9999999999999996,0.8476858325350485
0.07,0.09,0,0.88,31.2,10.4,3.0,0.8518366651647047
0.07,0.09,0,0.88,31.5,10.5,3.0,0.8559003204814069
0.07,0.09,0,0.88,31.8,10.6,3.0,0.8598777467608058
0.07,0.09,0,0.88,32.1,10.7,3.0000000000000004,0.8637699121038078
0.07,0.09,0,0.88,32.4,10.8,2.9999999999999996,0.8675778032021166
0.07,0.09,0,0.88,32.7,10.9,3.0,0.8713024241214568
0.07,0.09,0,0.88,33.0,11.0,3.0,0.8749447951032859
0.07,0.09,0,0.88,33.3,11.1,3.0,0.8785059513857517
0.07,0.09,0,0.88,33.6,11.2,3.0000000000000004,0.8819869420446087
0.07,0.09,0,0.88,33.9,11.3,2.9999999999999996,0.8853888288547652
0.07,0.09,0,0.88,34.2,11.4,3.0,0.8887126851730817
0.07,0.09,0,0.88,34.5,11.5,3.0,0.891959594843004
0.07,0.09,0,0.88,34.8,11.6,3.0,0.8951306511215649
0.07,0.09,0,0.88,35.1,11.7,3.0000000000000004,0.8982269556292486
0.07,0.09,0,0.88,35.4,11.8,2.9999999999999996,0.9012496173231691
0.07,0.09,0,0.88,35.7,11.9,3.0,0.9041997514939678
0.07,0.09,0,0.88,36.0,12.0,3.0,0.9070784787868011
0.07,0.09,0,0.88,36.3,12.1,3.0,0.9098869242467402
